,Type,Size_or_Members,Shape,Data_type
/AwakeEventData/BOVWA.06TCC4.AWAKECAM06/ExtractionImage/verProjSigma,Dataset,1,"(1,)",float64
/AwakeEventData/awake.XAWAVS_UJ_PV136/StsReg01/value,Dataset,1,"(1,)",int32
/AwakeEventData/BOVWA.01TCC4.AWAKECAM01/ExtractionImage/horProjAmp,Dataset,1,"(1,)",float64
/AwakeEventData/SPS.BCTDC.51895/Acquisition/slowExtInt,Dataset,1,"(1,)",float32
/AwakeEventData/GD_BPM.AWAKE.TRIUMF/AcquisitionSPS/verPos,Dataset,14,"(14,)",float32
/AwakeEventData/BOVWA.06TCC4.AWAKECAM06,Group,2,,
/AwakeEventData/SR.SCOPE28.CH01/Acquisition/firstSampleTime,Dataset,1,"(1,)",float32
/AwakeEventData/TT41.BCTF.412340,Group,1,,
/AwakeEventData/TT41.BTV.412426/Acquisition/mire,Dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412426/Image/rightTopReference,Dataset,2,"(2,)",int16
/AwakeEventData/TSG41.AWAKE-CTR-WR4-WR8-MIXERS/NameAcquisition/nameValue,Dataset,100,"(100,)",|S19
/AwakeEventData/MPPAWAKE-STANDA-08.AXIS12/Movement/rightLimitSwitchReached,Dataset,1,(),|S128
/AwakeEventData/TSG41.AWAKE-XMPP-FFTFREQ/NameAcquisition,Group,1,,
/AwakeEventData/SPSBQMSPSv1/Acquisition/bunchPeakMin,Dataset,1,"(1,)",float32
/AwakeEventData/FWHEEL01,Group,1,,
/AwakeEventData/SPS.BCTDC.51895,Group,1,,
/AwakeEventData/awake.XAWAVS_DJ_PV236/StsReg01,Group,1,,
/AwakeEventData/TT41.BTV.412353/Image/firstLamp_min,Dataset,1,"(1,)",int16
/AwakeEventData/RPCAH.TSG4.RCIBV.430130/Acquisition,Group,1,,
/AwakeEventData/VTUAwake3FT0/ModeAcq,Group,1,,
/AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-DOWN/FileRead/fileCount,Dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412426/Image/secondLamp_max,Dataset,1,"(1,)",int16
/AwakeEventData/TT41.BTV.412353/Image/nbPtsInSet2,Dataset,1,"(1,)",int32
/AwakeEventData/RADMON.AWAKE-2/Acquisition/radmonStatus,Dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412353/Acquisition/amplitudeSet1,Dataset,1,"(1,)",float64
/AwakeEventData/BOVWA.11TCC4.AWAKECAM11,Group,2,,
/AwakeEventData/RPCAH.TSG4.RCIBV.412345,Group,1,,
/AwakeEventData/TT41.BTV.412426/Image/acqCounter,Dataset,1,"(1,)",int32
/AwakeEventData/BOVWA.11TCC4.AWAKECAM11/ExtractionImage/imageRawData,Dataset,1228800,"(960, 1280)",int16
/AwakeEventData/TT41.BTV.412350/Acquisition/filterSelect,Dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412350/Image/filterSelect_min,Dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412353/Image/userImageSelection,Dataset,1,"(1,)",No NumPy equivalent for TypeBitfieldID exists
/AwakeEventData/TSG41.AWAKE-CTRHET-VDI/FileRead/integerValue,Dataset,1,"(1,)",int64
/AwakeEventData/TT41.BPM.412349_HF/Acquisition/posOK,Dataset,0,"(0,)",No NumPy equivalent for TypeBitfieldID exists
/AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-UP/FileRead,Group,10,,
/AwakeEventData/TT41.BTV.412350/Acquisition/offsetSet2,Dataset,1,"(1, 1)",float64
/AwakeEventData/TT41.BTV.412350/Acquisition/offsetSet1,Dataset,1,"(1, 1)",float64
/AwakeEventData/BOVWA.07TCC4.AWAKECAM07/PublishedSettings/exposureTime,Dataset,1,"(1,)",float64
/AwakeEventData/RADMON.AWAKE-3/Acquisition/pinDiodeType,Dataset,1,"(1,)",int32
/AwakeEventData/VGP.412400/PR,Group,1,,
/AwakeEventData/BOVWA.11TCC4.AWAKECAM11/ExtractionImage/horProjAmp,Dataset,1,"(1,)",float64
/AwakeEventData/BOVWA.04TCC4.AWAKECAM04/ExtractionImage/horProjAvg,Dataset,1,"(1,)",float64
/AwakeEventData/TT41.BTV.412426/Image/imagePositionSet2,Dataset,300,"(1, 300)",float64
/AwakeEventData/TT41.BTV.412426/Image/imagePositionSet1,Dataset,400,"(1, 400)",float64
/AwakeEventData/RADMON.AWAKE-1/Acquisition/cumBank2MBUCounts,Dataset,1,"(1,)",int32
/AwakeEventData/LSSP2/Acq/position,Dataset,1,"(1,)",int32
/AwakeEventData/BOVWA.06TCC4.AWAKECAM06/ExtractionImage/imageTimeStamp,Dataset,1,"(1,)",int64
/AwakeEventData/TSG41.AWAKE-CTR-PHOTOMIXER/NameAcquisition,Group,1,,
/AwakeEventData/TT41.BTV.412350/Image/acqState,Dataset,1,"(1,)",int32
/AwakeEventData/BOVWA.11TCC4.AWAKECAM11/PublishedSettings,Group,4,,
/AwakeEventData/SPS.BCTDC.51895/Acquisition/acqState,Dataset,1,"(1,)",int32
/AwakeEventData/BOVWA.02TCC4.AWAKECAM02/ExtractionImage/horProjAvg,Dataset,1,"(1,)",float64
/AwakeEventData/RADMON.AWAKE-3/Acquisition/cumTID2,Dataset,1,"(1,)",float64
/AwakeEventData/RADMON.AWAKE-3/Acquisition/cumTID1,Dataset,1,"(1,)",float64
/AwakeEventData/SR.SCOPE28.CH01/Acquisition/value,Dataset,320,"(1, 320)",int16
/AwakeEventData/TT41.BTV.412350/Image/filterSelect_max,Dataset,1,"(1,)",int32
/AwakeEventData/RPCAH.TSG4.RCIBV.412353/Acquisition,Group,1,,
/AwakeEventData/TT41.BTV.412442/Acquisition,Dataset,1,(),|S98
/AwakeEventData/MPPAWAKE-STANDA-08.AXIS04/Movement,Group,3,,
/AwakeEventData/RADMON.AWAKE-3/Acquisition/cumBank2HadronFluence,Dataset,1,"(1,)",float64
/AwakeEventData/TT41.BCTF.412340/Acquisition/beamDestinationStr,Dataset,1,"(1,)",|S5
/AwakeEventData/RADMON.AWAKE-2/Acquisition/pinDiodeType,Dataset,1,"(1,)",int32
/AwakeEventData/AWAKEInjPhaseShifter/PhaseReadback,Group,1,,
/AwakeEventData/RPCAH.TSG4.RCIBV.430011,Group,1,,
/AwakeEventData/BOVWA.01TCV4.CAM8/ExtractionImage/intensitySigma,Dataset,1,"(1,)",float64
/AwakeEventData/XUCL-SPECTRO/CameraSettings/targetShutDownTemperature_min,Dataset,1,"(1,)",int32
/AwakeEventData/RPCAH.TSG4.RCIBV.430309,Group,1,,
/AwakeEventData/SR.SCOPE43.CH01/Acquisition/value,Dataset,352,"(1, 352)",int16
/AwakeEventData/TT41.BTV.412426/Acquisition/rightTopReference,Dataset,2,"(2,)",int16
/AwakeEventData/TT43.BPM.430039/Acquisition/verPos,Dataset,12,"(12,)",float32
/AwakeEventData/TT41.BTV.412426/Image/filterSelect_max,Dataset,1,"(1,)",int32
/AwakeEventData/RPCAH.TSG4.RQID.412347/Acquisition/currentAverage,Dataset,1,"(1,)",float32
/AwakeEventData/MPPAWAKE-STANDA-12.AXIS11/Movement/position,Dataset,1,(),|S128
/AwakeEventData/RPCAH.TSG4.RCIBV.412353/Acquisition/currentAverage,Dataset,1,"(1,)",float32
/AwakeEventData/BOVWA.11TCC4.AWAKECAM11/ExtractionImage/verProjection,Dataset,960,"(960,)",float64
/AwakeEventData/TT41.AWAKE-eBLM-pico1/FileRead/fileCount,Dataset,1,"(1,)",int32
/AwakeEventData/BOVWA.02TSG40.CAM7/ExtractionImage/horProjAvg,Dataset,1,"(1,)",float64
/AwakeEventData/TT41.BTV.412426/Acquisition/cameraOffset_min,Dataset,1,"(1,)",int16
/AwakeEventData/SPS.BCTDC.41435/Acquisition/samplingTime,Dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412426/Image/deviceName,Dataset,1,"(1,)",|S15
/AwakeEventData/TT41.BTV.412353/Acquisition/propType,Dataset,1,"(1,)",int32
/AwakeEventData/BOVWA.05TT41.CAM5/ExtractionImage/horProjection,Dataset,1920,"(1920,)",float64
/AwakeEventData/awake.XAWAVS_DF_TT_AVG,Group,1,,
/AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-DOWN/FileRead/headerValue,Dataset,11,"(11,)",|S28
/AwakeEventData/SR.SCOPE45.CH02/Acquisition/CTime,Dataset,1,"(1,)",int32
/AwakeEventData/RPCAH.TSG4.RCIBH.412349,Group,1,,
/AwakeEventData/BLMITT41/Acquisition/calLosses_unitExponent,Dataset,1,"(1,)",int32
/AwakeEventData/TT43.BPM.430103,Group,1,,
/AwakeEventData/TT41.BTV.412426/Acquisition/acqDesc,Dataset,1,"(1,)",|S7
/AwakeEventData/TT41.BTV.412350/Acquisition/userImageSelection,Dataset,1,"(1,)",No NumPy equivalent for TypeBitfieldID exists
/AwakeEventData/TT41.BTV.412353/Acquisition/userImageSelectionNumber,Dataset,1,"(1,)",int16
/AwakeEventData/TT41.BTV.412426/Image/mire,Dataset,1,"(1,)",int32
/AwakeEventData/EMETER02/Acq/value_units,Dataset,1,"(1,)",|S1
/AwakeEventData/TT41.BPM.412349_HF,Group,1,,
/AwakeEventData/SR.SCOPE45.CH03/Acquisition/cycleTag,Dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412426/Image/nbAcq,Dataset,1,"(1,)",int32
/AwakeEventData/SPSBQMSPSv1/RawWavesFTAcquisition/rawWaveFT,Dataset,80000,"(80000,)",int16
/AwakeEventData/BTV.TT41.412426_MASK_H/Acquisition,Group,1,,
/AwakeEventData/TT41.BTV.412426/Image/acqTimeInCycle,Dataset,1,"(1,)",float64
/AwakeEventData/TT43.BPM.430028/Acquisition/horPos,Dataset,12,"(12,)",float32
/AwakeEventData/VTUAwake3FT0,Group,2,,
/AwakeEventData/VTUAwake3FT1,Group,2,,
/AwakeEventData/TSG41.AWAKE-DENSITY-DATA/ValueAcquisition,Group,1,,
/AwakeEventData/RADMON.AWAKE-3/Acquisition/cumBank2SEUCounts,Dataset,1,"(1,)",int32
/AwakeEventData/SR.SCOPE43.CH06/Acquisition/value,Dataset,252,"(1, 252)",int16
/AwakeEventData/TT41.BTV.412353/Acquisition/firstLamp_max,Dataset,1,"(1,)",int16
/AwakeEventData/TT41.AWAKE-eBLM-pico3/FileRead/headerName,Dataset,100,"(100,)",|S1
/AwakeEventData/TT41.BTV.412350/Acquisition/firstLamp_max,Dataset,1,"(1,)",int16
/AwakeEventData/TT41.BPM.412351/Acquisition/verPos,Dataset,12,"(12,)",float32
/AwakeEventData/RPCAH.TSG4.RCIBV.430029/Acquisition,Group,1,,
/AwakeEventData/PMOTOR05/Acquisition,Group,1,,
/AwakeEventData/SPS.BCTDC.51895/Acquisition/measStamp_unit,Dataset,1,"(1,)",int32
/AwakeEventData/BOVWA.02TCC4.AWAKECAM02/PublishedSettings/gain,Dataset,1,"(1,)",int64
/AwakeEventData/RADMON.AWAKE-3/Acquisition/SEUType1,Dataset,1,"(1,)",float64
/AwakeEventData/RADMON.AWAKE-3/Acquisition/SEUType2,Dataset,1,"(1,)",float64
/AwakeEventData/SR.AWGAMP/Status,Group,1,,
/AwakeEventData/RPCAH.TSG4.RCIBH.430029/Acquisition/currentAverage,Dataset,1,"(1,)",float32
/AwakeEventData/TT41.BPM.412347/Acquisition/spsExtraction,Dataset,1,(),bool
/AwakeEventData/TT41.AWAKE-eBLM-pico1/FileRead/fileReadDelay,Dataset,1,"(1,)",int64
/AwakeEventData/BOVWA.05TT41.CAM5/ExtractionImage/verProjSigma,Dataset,1,"(1,)",float64
/AwakeEventData/BOVWA.06TCC4.AWAKECAM06/ExtractionImage/horProjAvg,Dataset,1,"(1,)",float64
/AwakeEventData/BOVWA.01TCV4.CAM8/ExtractionImage/intensityAvg,Dataset,1,"(1,)",float64
/AwakeEventData/BOVWA.11TCC4.AWAKECAM11/ExtractionImage/intensityHistogram,Dataset,1000,"(1000,)",int32
/AwakeEventData/AIRTR01/Acq,Group,1,,
/AwakeEventData/BOVWA.07TCC4.AWAKECAM07/PublishedSettings/delayTime,Dataset,1,"(1,)",float64
/AwakeEventData/SR.SCOPE43.CH07/Acquisition/value_units,Dataset,1,"(1,)",|S1
/AwakeEventData/TT41.BPM.412351_HF/Acquisition/horPos,Dataset,12,"(12,)",float32
/AwakeEventData/MPPAWAKE-STANDA-12.AXIS12/Movement,Group,3,,
/AwakeEventData/BOVWA.01TCC4.AWAKECAM01/PublishedSettings/exposureTime,Dataset,1,"(1,)",float64
/AwakeEventData/MPPAWAKE-STANDA-08.AXIS10/Movement/position,Dataset,1,(),|S128
/AwakeEventData/TT41.AWAKE-eBLM-pico1/FileRead/dataAcquisitionTime,Dataset,1,"(1,)",int64
/AwakeEventData/SR.SCOPE28.CH01/Acquisition/offset,Dataset,1,"(1,)",float32
/AwakeEventData/TT41.BTV.412353/Image/pixelCalSet1,Dataset,4,"(4,)",float64
/AwakeEventData/MPPAWAKE-STANDA-08.AXIS10/Movement/leftLimitSwitchReached,Dataset,1,(),|S128
/AwakeEventData/TT41.BTV.412353/Image/pixelCalSet2,Dataset,4,"(4,)",float64
/AwakeEventData/SR.SCOPE43.CH01/Acquisition/value_units,Dataset,1,"(1,)",|S1
/AwakeEventData/SR.SCOPE45.CH03/Acquisition/diffStamps,Dataset,1,"(1,)",int64
/AwakeEventData/TT43.BPM.430010/Acquisition/spsExtraction,Dataset,1,(),bool
/AwakeEventData/BOVWA.03TT41.CAM3/PublishedSettings/gain,Dataset,1,"(1,)",int64
/AwakeEventData/AWAKEInjPhaseShifter/PhaseReadback/phaseACurrentValue,Dataset,1,"(1,)",float32
/AwakeEventData/SR.SCOPE45.CH04/Acquisition,Group,11,,
/AwakeEventData/TT41.BPM.412345/Acquisition/posOK,Dataset,1,"(1,)",No NumPy equivalent for TypeBitfieldID exists
/AwakeEventData/awake.XAWAVS_DF_TT_AVG/PosSt/value,Dataset,1,"(1,)",float64
/AwakeEventData/SPS.BCTDC.41435/Acquisition/selectedRange,Dataset,1,"(1,)",int32
/AwakeEventData/TSG41.AWAKE-DENSITY-DATA/NameAcquisition/nameValue,Dataset,100,"(100,)",|S18
/AwakeEventData/BOVWA.04TCC4.AWAKECAM04/ExtractionImage/cogY,Dataset,1,"(1,)",float64
/AwakeEventData/BOVWA.04TCC4.AWAKECAM04/ExtractionImage/cogX,Dataset,1,"(1,)",float64
/AwakeEventData/SR.SCOPE43.CH02/Acquisition/diffStamps,Dataset,1,"(1,)",int64
/AwakeEventData/TSG41.AWAKE-LASER-DATA/ValueAcquisition,Group,1,,
/AwakeEventData/TT41.BTV.412350/Image/acqDesc,Dataset,1,"(1,)",|S7
/AwakeEventData/SPSBQMSPSv1/Acquisition/bunchIntensityMaxThr,Dataset,1,"(1,)",float32
/AwakeEventData/SR.SCOPE43.CH06/Acquisition,Group,11,,
/AwakeEventData/RPCAH.TSG4.RCIBV.412353,Group,1,,
/AwakeEventData/SR.SCOPE45.CH03/Acquisition/triggerError,Dataset,1,"(1,)",float32
/AwakeEventData/TT41.BTV.412426/Image/cameraOffset,Dataset,1,"(1,)",int16
/AwakeEventData/SR.AWGPH,Group,1,,
/AwakeEventData/RADMON.AWAKE-3/Acquisition/lParType,Dataset,1,"(1,)",float64
/AwakeEventData/Plunger.412422/State/value,Dataset,1,"(1,)",int16
/AwakeEventData/TT41.BPM.412349/Acquisition/spsExtractionIndex,Dataset,1,"(1,)",int32
/AwakeEventData/BOVWA.01TCV4.CAM8/ExtractionImage/verProjection,Dataset,2048,"(2048,)",float64
/AwakeEventData/RPADA.BB4.RQNI.412432,Group,2,,
/AwakeEventData/SPSBQMSPSv1/Acquisition/filledBuckets,Dataset,288,"(288,)",int32
/AwakeEventData/SR.SCOPE30.CH02/Acquisition/value_units,Dataset,1,"(1,)",|S1
/AwakeEventData/BOVWA.01TCC4.AWAKECAM01/PublishedSettings/triggerMode,Dataset,1,"(1,)",|S2
/AwakeEventData/BTV.TT41.412442_MASK_H/Acquisition,Group,1,,
/AwakeEventData/SR.SCOPE45.CH03/Acquisition/offset,Dataset,1,"(1,)",float32
/AwakeEventData/TT41.BTV.412350/Image/firstLamp_max,Dataset,1,"(1,)",int16
/AwakeEventData/SPS.BCTDC.51895/Acquisition/vmodStatus,Dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412350/Acquisition/leftTopReference,Dataset,2,"(2,)",int16
/AwakeEventData/RADMON.AWAKE-1/Acquisition/cumBank1HadronFluence,Dataset,1,"(1,)",float64
/AwakeEventData/BOVWA.03TT41.CAM3/PublishedSettings/exposureTime,Dataset,1,"(1,)",float64
/AwakeEventData/RPCAH.TSG4.RCIBH.430204/Acquisition/currentAverage,Dataset,1,"(1,)",float32
/AwakeEventData/TT41.BTV.412350/Image/imageSet,Dataset,120000,"(1, 120000)",int16
/AwakeEventData/EMETER04/Acq/value_units,Dataset,1,"(1,)",|S1
/AwakeEventData/TT41.BTV.412426/Image/nbImages,Dataset,1,"(1,)",int32
/AwakeEventData/TT41.BCTF.412340/Acquisition/calibratorVActual,Dataset,1,"(1,)",float32
/AwakeEventData/TT41.BPM.412351/Acquisition/sigmaAvePos,Dataset,1,"(1,)",float32
/AwakeEventData/TT41.BTV.412350/Acquisition/deviceName,Dataset,1,"(1,)",|S15
/AwakeEventData/SR.SCOPE43.CH03/Acquisition/triggerStamp,Dataset,1,"(1,)",int64
/AwakeEventData/SPS.BCTDC.41435/Acquisition/slowExtInt,Dataset,1,"(1,)",float32
/AwakeEventData/TT41.BTV.412353/Image/filterSelect_max,Dataset,1,"(1,)",int32
/AwakeEventData/RPCAH.TSG4.RCIBV.430204/Acquisition,Group,1,,
/AwakeEventData/SPS.BCTDC.51895/Acquisition/sbfCycleTime,Dataset,1,"(1,)",int32
/AwakeEventData/SR.SCOPE45.CH02/Acquisition/cycleTag,Dataset,1,"(1,)",int32
/AwakeEventData/BOVWA.02TSG40.CAM7/ExtractionImage/intensitySigma,Dataset,1,"(1,)",float64
/AwakeEventData/MPPAWAKE-STANDA-08.AXIS10/Movement,Group,3,,
/AwakeEventData/TT41.BPM.412343/Acquisition/horPos,Dataset,12,"(12,)",float32
/AwakeEventData/EMETER03/Acq/value_units,Dataset,1,"(1,)",|S1
/AwakeEventData/TT41.BTV.412353/Image/descSet1,Dataset,1,"(1,)",|S21
/AwakeEventData/PMOTOR13/Acquisition/position,Dataset,1,"(1,)",int32
/AwakeEventData/SPS.BCTDC.51895/Acquisition/cycleTime,Dataset,1,"(1,)",|S1
/AwakeEventData/MPPAWAKE-STANDA-12.AXIS03/Movement/rightLimitSwitchReached,Dataset,1,(),|S128
/AwakeEventData/TT41.BTV.412353/Image/acqTimeInCycle,Dataset,1,"(1,)",float64
/AwakeEventData/TT41.BTV.412350/Acquisition/cameraOffset_max,Dataset,1,"(1,)",int16
/AwakeEventData/TT41.BTV.412426/Image/userImageSelection,Dataset,1,"(1,)",No NumPy equivalent for TypeBitfieldID exists
/AwakeEventData/SR.SCOPE45.CH03/Acquisition/firstSampleTime,Dataset,1,"(1,)",float32
/AwakeEventData/SR.SCOPE27.CH01/Acquisition,Group,11,,
/AwakeEventData/TT41.BTV.412353/Acquisition/cameraOffset,Dataset,1,"(1,)",int16
/AwakeEventData/SR.SCOPE43.CH01/Acquisition/firstSampleTime,Dataset,1,"(1,)",float32
/AwakeEventData/TSG41.AWAKE-CTRHET-WR8,Group,1,,
/AwakeEventData/TSG41.AWAKE-CTRHET-VDI/FileRead,Group,7,,
/AwakeEventData/PMOTOR02/Acquisition,Group,1,,
/AwakeEventData/BLMITT41/Acquisition/acqDesc,Dataset,1,"(1,)",|S1
/AwakeEventData/BOVWA.01TCC4.AWAKECAM01/ExtractionImage/verProjection,Dataset,1080,"(1080,)",float64
/AwakeEventData/BOVWA.11TCC4.AWAKECAM11/PublishedSettings/triggerMode,Dataset,1,"(1,)",|S2
/AwakeEventData/SPS.BCTDC.41435/Acquisition/cycleTime,Dataset,1,"(1,)",|S1
/AwakeEventData/RADMON.AWAKE-1/Acquisition/lParType,Dataset,1,"(1,)",float64
/AwakeEventData/GD_BPM.AWAKE.TRIUMF/AcquisitionSPS/posOK,Dataset,1,"(1,)",No NumPy equivalent for TypeBitfieldID exists
/AwakeEventData/TT41.BTV.412353/Acquisition/nbDataSets,Dataset,1,"(1,)",int32
/AwakeEventData/XMPP-STREAK/StreakImage/streakImageTimeRange,Dataset,1,"(1,)",|S4
/AwakeEventData/TT41.BTV.412426/Image/sigmaSet1,Dataset,1,"(1,)",float64
/AwakeEventData/BOVWA.01TCV4.CAM8/ExtractionImage/pixelSize,Dataset,1,"(1,)",float64
/AwakeEventData/SR.SCOPE45.CH02/Acquisition/triggerStamp,Dataset,1,"(1,)",int64
/AwakeEventData/BOVWA.02TCC4.AWAKECAM02/ExtractionImage/beamSize,Dataset,1,"(1,)",float64
/AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH1/FileRead/fileCount,Dataset,1,"(1,)",int32
/AwakeEventData/SPS.BCTDC.51895/Acquisition/range4Data,Dataset,1120,"(1120,)",int16
/AwakeEventData/SR.SCOPE27.CH01/Acquisition/diffStamps,Dataset,1,"(1,)",int64
/AwakeEventData/TT41.BTV.412353/Image/nbAcq,Dataset,1,"(1,)",int32
/AwakeEventData/TSG41.AWAKE-GUI-SUPPORT/ValueAcquisition/floatValue,Dataset,100,"(100,)",float64
/AwakeEventData/TT41.BTV.412353/Image/beamID,Dataset,1,"(1,)",int32
/AwakeEventData/XMPP-STREAK/StreakImage/streakImageHeight,Dataset,1,"(1,)",int64
/AwakeEventData/RPCAH.TSG4.RCIBV.430204,Group,1,,
/AwakeEventData/TT41.BPM.412349/Acquisition/sigmaAvePos,Dataset,1,"(1,)",float32
/AwakeEventData/TT41.BTV.412426/Acquisition/secondLamp,Dataset,1,"(1,)",int16
/AwakeEventData/TT43.BPM.430308/Acquisition/verAvePos,Dataset,1,"(1,)",float32
/AwakeEventData/SPSBQMSPSv1/Acquisition/doublets,Dataset,1,(),bool
/AwakeEventData/BOVWA.02TSG40.CAM7/ExtractionImage/width,Dataset,1,"(1,)",int32
/AwakeEventData/SR.SCOPE43.CH04/Acquisition/diffStamps,Dataset,1,"(1,)",int64
/AwakeEventData/TT41.AWAKE-eBLM-pico3/FileRead/fileReadDelay,Dataset,1,"(1,)",int64
/AwakeEventData/RPCAH.TSG4.RCIBH.412345/Acquisition,Group,1,,
/AwakeEventData/TSG41.AWAKE-DENSITY-DATA/ValueAcquisition/floatValue,Dataset,100,"(100,)",float64
/AwakeEventData/TT41.BTV.412426/Acquisition/screenSelect,Dataset,1,"(1,)",int32
/AwakeEventData/TT43.BPM.430028/Acquisition/sigmaAvePos,Dataset,1,"(1,)",float32
/AwakeEventData/RPCAH.TSG4.RCIBH.430040/Acquisition/currentAverage,Dataset,1,"(1,)",float32
/AwakeEventData/BOVWA.06TCC4.AWAKECAM06/ExtractionImage/verProjection,Dataset,1200,"(1200,)",float64
/AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-UP/FileRead/fileName,Dataset,1,"(1,)",|S43
/AwakeEventData/SR.SCOPE43.CH05/Acquisition/CTime,Dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412350/Acquisition/projDataSet1,Dataset,400,"(1, 400)",float64
/AwakeEventData/BOVWA.02TCC4.AWAKECAM02/PublishedSettings/triggerMode,Dataset,1,"(1,)",|S2
/AwakeEventData/MPPAWAKE-STANDA-12.AXIS09/Movement,Group,3,,
/AwakeEventData/EMETER05,Group,1,,
/AwakeEventData/EMETER04,Group,1,,
/AwakeEventData/EMETER03,Group,1,,
/AwakeEventData/EMETER02,Group,1,,
/AwakeEventData/SR.SCOPE43.CH08/Acquisition/cycleTag,Dataset,1,"(1,)",int32
/AwakeEventData/BOVWA.01TCV4.CAM8/PublishedSettings/exposureTime,Dataset,1,"(1,)",float64
/AwakeEventData/TT41.BTV.412426/Acquisition/leftTopReference,Dataset,2,"(2,)",int16
/AwakeEventData/XUCL-SPECTRO/CameraSettings/enableFastTrigger,Dataset,1,(),bool
/AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH2/FileRead/headerName,Dataset,100,"(100,)",|S17
/AwakeEventData/BOVWA.03TT41.CAM3/ExtractionImage/horProjAvg,Dataset,1,"(1,)",float64
/AwakeEventData/TT41.BTV.412353/Acquisition/rightTopReference,Dataset,2,"(2,)",int16
/AwakeEventData/SR.SCOPE45.CH02/Acquisition/value_units,Dataset,1,"(1,)",|S1
/AwakeEventData/TT43.BPM.430010/Acquisition,Group,9,,
/AwakeEventData/TT41.AWAKE-eBLM-pico1/FileRead/dataAxis,Dataset,785,"(785,)",float64
/AwakeEventData/BOVWA.03TT41.CAM3/ExtractionImage/intensitySigma,Dataset,1,"(1,)",float64
/AwakeEventData/BLMITT41,Group,1,,
/AwakeEventData/BOVWA.03TT41.CAM3/ExtractionImage/beamIntensity,Dataset,1,"(1,)",float64
/AwakeEventData/XUCL-SPECTRO/CameraSettings/mcpGain_max,Dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412350/Acquisition/projPositionSet1,Dataset,400,"(1, 400)",float64
/AwakeEventData/TT41.BTV.412350/Acquisition/projPositionSet2,Dataset,300,"(1, 300)",float64
/AwakeEventData/AIRTR02/Acq,Group,1,,
/AwakeEventData/XMPP-STREAK/StreakImage/streakImageMode,Dataset,1,"(1,)",|S7
/AwakeEventData/SPSBQMSPSv1/Acquisition/bunchPeakMean,Dataset,1,"(1,)",float32
/AwakeEventData/MPP-TSG41-MIRROR1-V/Acquisition,Group,1,,
/AwakeEventData/MPPAWAKE-STANDA-12.AXIS05/Movement,Group,3,,
/AwakeEventData/SR.SCOPE45.CH04/Acquisition/triggerStamp,Dataset,1,"(1,)",int64
/AwakeEventData/MPPAWAKE-STANDA-08.AXIS01/Movement/leftLimitSwitchReached,Dataset,1,(),|S128
/AwakeEventData/TT41.BPM.412351/Acquisition/verAvePos,Dataset,1,"(1,)",float32
/AwakeEventData/SPS.BCTDC.41435/Acquisition/sbfCycleTime,Dataset,1,"(1,)",int32
/AwakeEventData/PMOTOR13/Acquisition,Group,1,,
/AwakeEventData/TT41.BTV.412353/Acquisition/deviceName,Dataset,1,"(1,)",|S15
/AwakeEventData/RPCAH.TSG4.RCIBV.430309/Acquisition/currentAverage,Dataset,1,"(1,)",float32
/AwakeEventData/BOVWA.07TCC4.AWAKECAM07/ExtractionImage/pixelSize,Dataset,1,"(1,)",float64
/AwakeEventData/MPPAWAKE-STANDA-12.AXIS06,Group,1,,
/AwakeEventData/TSG41.AWAKE-CTR-WR4-WR8-MIXERS/ValueAcquisition/floatValue,Dataset,100,"(100,)",float64
/AwakeEventData/SR.SCOPE43.CH02/Acquisition/firstSampleTime,Dataset,1,"(1,)",float32
/AwakeEventData/SPSBQMSPSv1/Acquisition/bunchIntensityMean,Dataset,1,"(1,)",float32
/AwakeEventData/SR.SCOPE29.CH01/Acquisition/cycleTag,Dataset,1,"(1,)",int32
/AwakeEventData/RPPEF.BB4.RBIH.412435/MEAS.I,Dataset,1,"(1,)",float32
/AwakeEventData/RPSKN.TSG4.SNJ.430001/Acquisition/currentAverage,Dataset,1,"(1,)",float32
/AwakeEventData/GD_BPM.AWAKE.TRIUMF/AcquisitionSPS/nbOfBpms,Dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412350/Acquisition/firstLamp,Dataset,1,"(1,)",int16
/AwakeEventData/BOVWA.02TSG40.CAM7/ExtractionImage/intensityRMS,Dataset,1,"(1,)",float64
/AwakeEventData/TT41.BTV.412350/Acquisition/acqState,Dataset,1,"(1,)",int32
/AwakeEventData/PMOTOR15/Acquisition/position,Dataset,1,"(1,)",int32
